UnitNumber,Name,Model,PV,Type,Size,Move,Role,Skill,Short,ShortMin,Medium,MediumMin,Long,LongMin,Extreme,ExtremeMin,Overheat,Armor,Structure,Threshold,Specials,Image
955,Elemental Battle Armor,(Space) [MicroPL] (Sqd4),14,BA,1,"6""j",,,2,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,MEC,SOA",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png
956,Elemental Battle Armor,[AP Gauss] (Sqd4),18,BA,1,"6""j",,,2,false,2,false,0,false,0,false,0,1,2,0,"AM,CAR4,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png
957,Elemental Battle Armor,[ERMicroL] (Sqd4),16,BA,1,"6""j",,,2,false,1,false,0,false,0,false,0,1,2,0,"AM,CAR4,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png
958,Elemental Battle Armor,[Flamer] (Sqd4),17,BA,1,"6""j",,,2,false,1,false,0,false,0,false,0,1,2,0,"AM,CAR4,HT1/-/-,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png
959,Elemental Battle Armor,[HMG] (Sqd4),16,BA,1,"6""j",,,2,false,1,false,0,false,0,false,0,1,2,0,"AM,CAR4,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png
960,Elemental Battle Armor,[Laser] (Sqd4),16,BA,1,"6""j",,,2,false,1,false,0,false,0,false,0,1,2,0,"AM,CAR4,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png
961,Elemental Battle Armor,[MG] (Sqd4),16,BA,1,"6""j",,,2,false,1,false,0,false,0,false,0,1,2,0,"AM,CAR4,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png
962,Elemental Battle Armor,[MicroPL] (Sqd4),16,BA,1,"6""j",,,2,false,1,false,0,false,0,false,0,1,2,0,"AM,CAR4,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png
963,Emperor,EMP-5A,42,BM,4,"6""j",,,3,false,3,false,1,false,0,false,2,9,7,0,,https://i.ibb.co/wBNVpfR/emperor-3058u.png
964,Emperor,EMP-6A,42,BM,4,"6""j",,,4,false,4,false,2,false,0,false,1,9,4,0,"CASE,FLK1/1/1",https://i.ibb.co/wBNVpfR/emperor-3058u.png
965,Emperor,EMP-6A (Nerran),43,BM,4,"6""j",,,4,false,4,false,4,false,0,false,0,9,4,0,"CASE,FLK1/1/1",https://i.ibb.co/wBNVpfR/emperor-3058u.png
966,Emperor,EMP-6D,44,BM,4,"6""j",,,4,false,4,false,2,false,0,false,4,9,4,0,CASE,https://i.ibb.co/wBNVpfR/emperor-3058u.png
967,Emperor,EMP-6L,52,BM,4,"6""j",,,3,false,4,false,3,false,0,false,2,9,7,0,"CASE,ECM,STL,TSM",https://i.ibb.co/wBNVpfR/emperor-3058u.png
968,Emperor,EMP-6M,48,BM,4,"6""j",,,3,false,3,false,2,false,0,false,3,9,5,0,"C3I,MHQ2,OVL,TSM",https://i.ibb.co/wBNVpfR/emperor-3058u.png
969,Emperor,"EMP-6ME ""Mercury Elite""",46,BM,4,"6""",,,4,false,4,false,2,false,0,false,1,9,5,0,"C3S,FLK1/2/2,MHQ1",https://i.ibb.co/wBNVpfR/emperor-3058u.png
970,Emperor,EMP-6S,42,BM,4,"6""j",,,5,false,5,false,0,false,0,false,0,9,4,0,"CASE,FLK2/2/-",https://i.ibb.co/wBNVpfR/emperor-3058u.png
971,Emperor,EMP-7L,47,BM,4,"6""",,,3,false,3,false,1,false,0,false,2,9,7,0,"AC2/2/-,CASE,ECM,STL,TSM",https://i.ibb.co/wBNVpfR/emperor-3058u.png
972,Enfield,END-6J,33,BM,2,"10""j",,,3,false,3,false,1,false,0,false,0,6,2,0,"CASE,FLK1/1/1",https://i.ibb.co/3pwxj0M/enfield-3058u.png
973,Enfield,END-6Q,32,BM,2,"10""",,,3,false,3,false,1,false,0,false,0,6,2,0,"CASE,FLK1/1/1",https://i.ibb.co/3pwxj0M/enfield-3058u.png
974,Enfield,END-6S,35,BM,2,"10""",,,3,false,3,false,1,false,0,false,0,6,3,0,"CASE,ECM,FLK1/1/1",https://i.ibb.co/3pwxj0M/enfield-3058u.png
975,Enfield,END-6Sr,35,BM,2,"10""",,,4,false,3,false,0,false,0,false,0,6,3,0,"AC1/1/-,CASE,ECM",https://i.ibb.co/3pwxj0M/enfield-3058u.png
976,Enforcer,ENF-4R,25,BM,2,"8""j",,,3,false,2,false,0,false,0,false,0,5,4,0,AC1/1/-,https://i.ibb.co/4FsbQH1/enforcer-rg.png
977,Enforcer,ENF-4R (Daniel),29,BM,2,"8""j",,,3,false,3,false,2,false,0,false,0,5,4,0,,https://i.ibb.co/4FsbQH1/enforcer-rg.png
978,Enforcer,ENF-5D,27,BM,2,"10""j",,,2,false,2,false,2,false,0,false,0,5,2,0,"CASE,FLK1/1/1",https://i.ibb.co/4FsbQH1/enforcer-rg.png
979,Enforcer,ENF-5D (Daniel),31,BM,2,"10""j",,,3,false,3,false,2,false,0,false,0,5,2,0,CASE,https://i.ibb.co/4FsbQH1/enforcer-rg.png
980,Enforcer III,ENF-6G,35,BM,2,"10""j",,,4,false,4,false,2,false,0,false,0,5,2,0,,https://i.ibb.co/JQ9SbGH/enforcer-iii-3060.png
981,Enforcer III,ENF-6H,31,BM,2,"10""j",,,3,false,3,false,0,false,0,false,2,5,2,0,CASE,https://i.ibb.co/JQ9SbGH/enforcer-iii-3060.png
982,Enforcer III,ENF-6M,32,BM,2,"10""j",,,3,false,3,false,3,false,0,false,0,5,2,0,,https://i.ibb.co/JQ9SbGH/enforcer-iii-3060.png
983,Enforcer III,ENF-6Ma,30,BM,2,"10""j",,,3,false,3,false,1,false,0,false,0,5,2,0,AC1/1/-,https://i.ibb.co/JQ9SbGH/enforcer-iii-3060.png
984,Enforcer III,ENF-6NAIS,30,BM,2,"10""j",,,3,false,2,false,0,false,0,false,0,5,2,0,"C3S,ECM,ENE,MHQ1",https://i.ibb.co/JQ9SbGH/enforcer-iii-3060.png
985,Enforcer III,ENF-6T,33,BM,2,"10""j",,,2,false,3,false,2,false,0,false,0,6,2,0,,https://i.ibb.co/JQ9SbGH/enforcer-iii-3060.png
986,Enforcer III,ENF-7C3BS,37,BM,2,"10""j",,,3,false,3,false,2,false,0,false,0,6,2,0,"C3BSS,ENE,MHQ2",https://i.ibb.co/JQ9SbGH/enforcer-iii-3060.png
987,Enforcer III,ENF-7X MUSE COMPACT,35,BM,2,"10""/16""j",,,2,false,2,false,0,false,0,false,1,5,3,0,"ENE,JMPS1",https://i.ibb.co/0sWwvfQ/enforcer-iii-7c3bs-xtr.png
988,Engineering Vehicle,(AC),14,CV,2,"10""t",,,2,false,2,false,0,false,0,false,0,1,2,0,"AC2/2/-,EE,SRCH",https://i.ibb.co/kMM4P14/engineering-vehicle-3039.png
989,Engineering Vehicle,(Flamer),9,CV,2,"12""t",,,1,false,0,false,0,false,0,false,0,1,2,0,"EE,ENG,HT1/-/-,MEL,SRCH,TUR(0*/-/-)",https://i.ibb.co/kMM4P14/engineering-vehicle-3039.png
990,Engineering Vehicle, ,7,CV,2,"12""t",,,0,false,0,false,0,false,0,false,0,1,2,0,"EE,ENE,ENG,MEL,SRCH",https://i.ibb.co/kMM4P14/engineering-vehicle-3039.png
991,Epona Pursuit Tank,A,42,CV,2,"18""h",,,4,false,4,false,3,false,0,false,0,3,3,0,"CASE,IF2,LRM2/2/2,OMNI,SRCH,TAG,TUR(4/4/3,IF2,LRM2/2/2)",https://i.ibb.co/jMB8YWg/epona-3060.png
992,Epona Pursuit Tank,B,38,CV,2,"18""h",,,4,false,4,false,2,false,0,false,0,3,3,0,"CASE,OMNI,SRCH,TUR(2/2/2)",https://i.ibb.co/jMB8YWg/epona-3060.png
993,Epona Pursuit Tank,C,36,CV,2,"18""h",,,3,false,3,false,2,false,0,false,0,3,3,0,"CASE,ECM,OMNI,SRCH,TAG,TUR(3/3/2)",https://i.ibb.co/jMB8YWg/epona-3060.png
994,Epona Pursuit Tank,D,34,CV,2,"18""h",,,4,false,3,false,2,false,0,false,0,3,3,0,"CASE,FLK2/1/1,OMNI,SRCH,TUR(2/2/2,FLK2/1/1)",https://i.ibb.co/jMB8YWg/epona-3060.png
995,Epona Pursuit Tank,E,29,CV,2,"18""h",,,2,false,2,false,0,false,0,false,0,3,3,0,"CASE,HT2/2/2,OMNI,SRCH,TUR(2/2/-,HT2/2/2)",https://i.ibb.co/jMB8YWg/epona-3060.png
996,Epona Pursuit Tank,Prime,36,CV,2,"18""h",,,4,false,4,false,0,false,0,false,0,3,3,0,"CASE,OMNI,SRCH,TUR(4/4/-)",https://i.ibb.co/jMB8YWg/epona-3060.png
997,Excalibur,EXC-B1,37,BM,3,"10""",,,3,false,4,false,4,false,0,false,0,4,3,0,"AMS,IF1",https://i.ibb.co/27VK6Y7/excalibur-3058u.png
998,Excalibur,EXC-B2,37,BM,3,"10""",,,3,false,4,false,4,false,0,false,0,4,3,0,"AMS,CASE,IF1",https://i.ibb.co/27VK6Y7/excalibur-3058u.png
999,Excalibur,EXC-B2b,42,BM,3,"10""",,,3,false,4,false,4,false,0,false,0,6,3,0,"AMS,CASE,IF1",https://i.ibb.co/27VK6Y7/excalibur-3058u.png
1000,Excalibur,EXC-C1,38,BM,3,"10""",,,3,false,4,false,4,false,0,false,0,5,3,0,"CASE,IF1",https://i.ibb.co/27VK6Y7/excalibur-3058u.png
1001,Excalibur,EXC-C1 (Cernunnos),37,BM,3,"10""",,,3,false,3,false,1,false,0,false,1,6,3,0,"CASE,ECM,FLK1/1/-",https://i.ibb.co/27VK6Y7/excalibur-3058u.png
1002,Excalibur,EXC-CS,45,BM,3,"10""",,,3,false,4,false,3,false,0,false,2,7,3,0,"CASE,IF1,TSM",https://i.ibb.co/27VK6Y7/excalibur-3058u.png
1003,Excalibur,EXC-D1,45,BM,3,"10""j",,,5,false,5,false,0,false,0,false,0,6,3,0,"C3I,CASE,MHQ2",https://i.ibb.co/27VK6Y7/excalibur-3058u.png
1004,Exterminator,EXT-4D,37,BM,3,"12""j",,,3,false,3,false,1,false,0,false,0,6,3,0,"AMS,IF1",https://i.ibb.co/Jjc3HSm/exterminator-rg.png
1005,Exterminator,EXT-4Db,38,BM,3,"12""j",,,3,false,3,false,1,false,0,false,1,7,3,0,ENE,https://i.ibb.co/Jjc3HSm/exterminator-rg.png
1006,Exterminator,EXT-5E,49,BM,3,"16""",,,2,false,2,false,0,false,0,false,0,7,3,0,"C3I,INARC,MHQ2",https://i.ibb.co/Jjc3HSm/exterminator-rg.png
1007,Exterminator,EXT-5F,50,BM,3,"16""",,,2,false,2,false,2,false,0,false,0,7,3,0,"C3I,IF0*,MHQ2",https://i.ibb.co/Jjc3HSm/exterminator-rg.png
1008,Eyleuka,EYL-35A,47,BM,2,"10""/14""j",,,2,false,2,false,2,false,0,false,1,6,3,0,"ECM,IF1,JMPS1,STL,TAG",https://i.ibb.co/f1PxcN2/eyleuka-3075.png
1009,Eyleuka,EYL-45A,43,BM,2,"10""/14""j",,,2,false,2,false,1,false,0,false,1,5,3,0,"ECM,IF1,JMPS1,OVL,STL,TAG",https://i.ibb.co/f1PxcN2/eyleuka-3075.png
1010,Eyleuka,EYL-45B,41,BM,2,"10""/14""j",,,2,false,2,false,1,false,0,false,1,5,3,0,"ECM,ENE,JMPS1,STL,TAG",https://i.ibb.co/f1PxcN2/eyleuka-3075.png
1011,Eyleuka,EYL-4A,45,BM,2,"16""/12""j",,,3,false,2,false,1,false,0,false,0,6,3,0,"CASE,JMPW1,PRB,RCN",https://i.ibb.co/f1PxcN2/eyleuka-3075.png
1012,Fa Shih Battle Armor,(Support) [King David] (Sqd4),13,BA,1,"6""j",,,0,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,XMEC",https://i.ibb.co/D5HGFXN/fa-shih-3058u.png
1013,Fa Shih Battle Armor,(Support) [Plasma] (Sqd4),16,BA,1,"6""j",,,1,false,1,false,0,false,0,false,0,1,2,0,"AM,CAR4,HT1/1/-,XMEC",https://i.ibb.co/D5HGFXN/fa-shih-3058u.png
1014,Fa Shih Battle Armor,[Flamer] (Sqd4),15,BA,1,"6""j",,,1,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,HT1/-/-,MDS1,MSW,XMEC",https://i.ibb.co/D5HGFXN/fa-shih-3058u.png
1015,Fa Shih Battle Armor,[Laser] (Sqd4),15,BA,1,"6""j",,,2,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,MDS1,MSW,XMEC",https://i.ibb.co/D5HGFXN/fa-shih-3058u.png
1016,Fa Shih Battle Armor,[LRR] (Sqd4),16,BA,1,"6""j",,,1,false,1,false,0,false,0,false,0,1,2,0,"AM,CAR4,MDS1,MSW,XMEC",https://i.ibb.co/D5HGFXN/fa-shih-3058u.png
1017,Fa Shih Battle Armor,[MG] (Sqd4),14,BA,1,"6""j",,,1,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,MDS1,MSW,XMEC",https://i.ibb.co/D5HGFXN/fa-shih-3058u.png
1018,Fa Shih Battle Armor,[TAG] (Sqd4),14,BA,1,"6""j",,,0,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,LTAG,MDS1,MSW,XMEC",https://i.ibb.co/D5HGFXN/fa-shih-3058u.png
1019,Fa Shih Battle Armor,2 [MG] (Sqd4),14,BA,1,"6""j",,,1,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,MDS1,MSW,XMEC",https://i.ibb.co/D5HGFXN/fa-shih-3058u.png
1020,Fafnir,FNR-4A (Peter),60,BM,4,"6""",,,5,false,5,false,4,false,0,false,2,10,8,0,"C3S,CASE,ECM,MHQ1",https://i.ibb.co/znvFdTJ/fafnir-3067.png
1021,Fafnir,FNR-5X,58,BM,4,"6""",,,5,false,6,false,5,false,0,false,0,10,8,0,"CASE,ECM",https://i.ibb.co/znvFdTJ/fafnir-3067.png
1022,Falcon,FLC-4N,19,BM,1,"12""j",,,2,false,1,false,0,false,0,false,0,3,3,0,REAR0*/-/-,https://i.ibb.co/6Xrnn8p/falcon-3039.png
1023,Falcon,FLC-4Nb,22,BM,1,"12""j",,,2,false,2,false,0,false,0,false,0,3,3,0,ENE,https://i.ibb.co/4jnDyVY/falcon-opk.png
1024,Falcon,FLC-4Nb (Saho),22,BM,1,"12""j",,,2,false,2,false,0,false,0,false,0,3,3,0,ENE,https://i.ibb.co/4jnDyVY/falcon-opk.png
1025,Falcon,FLC-4Nb-PP,23,BM,1,"12""j",,,2,false,2,false,1,false,0,false,0,3,3,0,ENE,https://i.ibb.co/4jnDyVY/falcon-opk.png
1026,Falcon,FLC-4Nb-PP2,23,BM,1,"12""j",,,2,false,2,false,1,false,0,false,0,3,3,0,ENE,https://i.ibb.co/4jnDyVY/falcon-opk.png
1027,Falcon,FLC-4P,20,BM,1,"12""/10""j",,,2,false,1,false,0,false,0,false,0,3,3,0,AMS,https://i.ibb.co/qFMxvt6/falcon-3050u.png
1028,Falcon,FLC-5P,27,BM,1,"16""/10""j",,,2,false,2,false,0,false,0,false,0,3,2,0,"ENE,JMPW1",https://i.ibb.co/qFMxvt6/falcon-3050u.png
1029,Falcon,FLC-6C,29,BM,1,"12""/10""j",,,3,false,3,false,2,false,0,false,0,3,3,0,"AMS,CASE",https://i.ibb.co/qFMxvt6/falcon-3050u.png
1030,Falcon Hawk,FNHK-9K,27,BM,1,"10""",,,3,false,3,false,1,false,0,false,0,4,2,0,"ENE,REAR1/1/-",https://i.ibb.co/7n2L9CV/falcon-hawk-3058u.png
1031,Falcon Hawk,FNHK-9K1A,27,BM,1,"10""",,,3,false,3,false,1,false,0,false,0,4,2,0,"ENE,REAR1/1/-",https://i.ibb.co/7n2L9CV/falcon-hawk-3058u.png
1032,Falcon Hawk,FNHK-9K1B,32,BM,1,"10""",,,3,false,3,false,1,false,0,false,0,4,2,0,"ECM,ENE,PRB,RCN,REAR1/1/-,TAG",https://i.ibb.co/7n2L9CV/falcon-hawk-3058u.png
1033,Falconer,FLC-8R,40,BM,3,"10""j",,,3,false,4,false,3,false,0,false,1,6,3,0,,https://i.ibb.co/BLzm7rd/falconer-3055u.png
1034,Falconer,FLC-9R,40,BM,3,"10""j",,,3,false,4,false,3,false,0,false,1,6,3,0,FLK1/1/1,https://i.ibb.co/BLzm7rd/falconer-3055u.png
1035,Fast Recon, ,10,CI,1,"10""h",,,1,false,1,false,0,false,0,false,0,1,1,0,CAR20,https://i.ibb.co/ck0C3Kw/fast-recon-chh.png
1036,Fennec,FEC-1CM,43,BM,2,"12""",,,3,false,3,false,2,false,0,false,1,6,3,0,"C3M,ENE,MHQ5,TAG",https://i.ibb.co/8dLQxWT/fennec-3085.png
1037,Fennec,FEC-3C,37,BM,2,"12""",,,2,false,3,false,3,false,0,false,0,6,3,0,"C3S,ENE,MHQ1",https://i.ibb.co/8dLQxWT/fennec-3085.png
1038,Fenrir Battle Armor,[ERML] (Sqd4),14,BA,1,"8""f",,,2,false,2,false,0,false,0,false,0,1,2,0,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png
1039,Fenrir Battle Armor,[MG] (Sqd4),11,BA,1,"8""f",,,3,false,0,false,0,false,0,false,0,1,2,0,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png
1040,Fenrir Battle Armor,[Mortar] (Sqd4),14,BA,1,"8""f",,,2,false,2,false,0,false,0,false,0,1,2,0,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png
1041,Fenrir Battle Armor,[MPL] (Sqd4),17,BA,1,"8""f",,,3,false,3,false,0,false,0,false,0,1,2,0,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png
1042,Fenrir Battle Armor,[SL] (Sqd4),12,BA,1,"8""f",,,4,false,0,false,0,false,0,false,0,1,2,0,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png
1043,Fenrir Battle Armor,[SPL] (Sqd4),11,BA,1,"8""f",,,3,false,0,false,0,false,0,false,0,1,2,0,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png
1044,Fenrir Battle Armor,[SRM] (Sqd4),14,BA,1,"8""f",,,2,false,2,false,0,false,0,false,0,1,2,0,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png
1045,Fenrir Battle Armor,[VSP] (Sqd4),15,BA,1,"8""f",,,3,false,2,false,0,false,0,false,0,1,2,0,CAR4,https://i.ibb.co/FXqjr9Y/fenrir-3058u.png
1046,Fenris (Ice Ferret),A,36,BM,2,"16""",,,2,false,2,false,0,false,0,false,0,5,2,0,"AMS,CASE,FLK0*/0*/0*,OMNI",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png
1047,Fenris (Ice Ferret),B,40,BM,2,"16""",,,3,false,3,false,1,false,0,false,0,5,2,0,"CASE,OMNI,SRM1/1",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png
1048,Fenris (Ice Ferret),C,37,BM,2,"16""",,,2,false,2,false,2,false,0,false,0,5,2,0,"CASE,IF1,OMNI",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png
1049,Fenris (Ice Ferret),D,45,BM,2,"16""",,,4,false,4,false,0,false,0,false,0,5,2,0,"AMS,CASE,OMNI",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png
1050,Fenris (Ice Ferret),E,41,BM,2,"16""",,,4,false,3,false,1,false,0,false,0,5,2,0,"CASE,OMNI",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png
1051,Fenris (Ice Ferret),H,45,BM,2,"16""",,,4,false,4,false,1,false,0,false,0,5,2,0,"CASE,OMNI",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png
1052,Fenris (Ice Ferret),L,31,BM,2,"16""",,,1,false,1,false,0,false,0,false,0,5,2,0,"CASE,HT1/1/1,OMNI",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png
1053,Fenris (Ice Ferret),Prime,44,BM,2,"16""",,,3,false,3,false,2,false,0,false,0,5,2,0,"CASE,OMNI,PRB,RCN",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png
1054,Fenris (Ice Ferret),U,37,BM,2,"16""/14""s",,,2,false,2,false,0,false,0,false,0,5,2,0,"CASE,OMNI,TOR1/1/0*,UMU",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png
1055,Fensalir Combat WiGE,(HAG),59,CV,4,"10""g",,,8,false,6,false,4,false,0,false,0,8,4,0,"FLK2/2/2,IT5,SRCH",https://i.ibb.co/kyx3q8C/fensalir-3085.png
1056,Fensalir Combat WiGE,(Infantry),43,CV,4,"10""g",,,3,false,3,false,2,false,0,false,0,8,4,0,"CASE,IT16,SRCH",https://i.ibb.co/kyx3q8C/fensalir-3085.png
1057,Fensalir Combat WiGE, ,52,CV,4,"10""g",,,5,false,5,false,2,false,0,false,0,8,4,0,"IF1,IT4,SRCH",https://i.ibb.co/kyx3q8C/fensalir-3085.png
1058,Ferret Light Scout VTOL,"(Armor) ""Wild Weasel""",11,CV,1,"30""v",,,0,false,0,false,0,false,0,false,0,1,1,0,"ATMO,EE,SRCH",https://i.ibb.co/fQ8fzGB/ferret-3039.png
1059,Ferret Light Scout VTOL,(Cargo),6,CV,1,"30""v",,,0,false,0,false,0,false,0,false,0,0,1,0,"ATMO,CT3,ENE,SRCH",https://i.ibb.co/fQ8fzGB/ferret-3039.png
1060,Ferret Light Scout VTOL, ,8,CV,1,"30""v",,,0,false,0,false,0,false,0,false,0,0,1,0,"ATMO,EE,IT1,SRCH",https://i.ibb.co/fQ8fzGB/ferret-3039.png
1061,Field Gun Infantry, ,12,CI,1,"4""m",,,3,false,3,false,0,false,0,false,0,2,1,0,"AC3/3/-,CAR43",https://i.ibb.co/p4ZDN57/field-gun-infantry-tdf.png
1062,Field Medic, ,3,CI,1,"2""f",,,0,false,0,false,0,false,0,false,0,0,1,0,"AM,CAR1",https://i.ibb.co/cJnrQdj/field-medic-maf.png
1063,Fire Falcon,A,27,BM,1,"16""",,,2,false,2,false,1,false,0,false,0,3,1,0,"CASE,IF1,OMNI",https://i.ibb.co/TtnSQ7D/fire-falcon-rg.png
1064,Fire Falcon,B,28,BM,1,"16""",,,2,false,2,false,2,false,0,false,1,3,1,0,"ENE,OMNI,OVL",https://i.ibb.co/TtnSQ7D/fire-falcon-rg.png
1065,Fire Falcon,C,34,BM,1,"16""",,,4,false,3,false,0,false,0,false,0,3,1,0,"CASE,OMNI,PRB,RCN,SRM1/1",https://i.ibb.co/TtnSQ7D/fire-falcon-rg.png
1066,Fire Falcon,D,27,BM,1,"16""",,,2,false,2,false,0,false,0,false,0,3,1,0,"CASE,OMNI,SNARC,SRM1/1,TAG",https://i.ibb.co/TtnSQ7D/fire-falcon-rg.png
1067,Fire Falcon,E,27,BM,1,"16""",,,3,false,2,false,1,false,0,false,0,3,1,0,"CASE,OMNI",https://i.ibb.co/TtnSQ7D/fire-falcon-rg.png
1068,Fire Falcon,F,31,BM,1,"16""",,,4,false,2,false,1,false,0,false,0,3,1,0,"CASE,OMNI,PRB,RCN",https://i.ibb.co/TtnSQ7D/fire-falcon-rg.png
1069,Fire Falcon,H,36,BM,1,"16""",,,5,false,4,false,0,false,0,false,0,3,1,0,"ENE,OMNI",https://i.ibb.co/TtnSQ7D/fire-falcon-rg.png
1070,Fire Falcon,Prime,40,BM,1,"16""",,,5,false,5,false,0,false,0,false,0,3,1,0,"CASE,OMNI",https://i.ibb.co/TtnSQ7D/fire-falcon-rg.png
1071,Fire Scorpion, ,36,BM,3,"8""",,,3,false,3,false,3,false,0,false,0,7,5,0,"CASE,FLK1/1/1",https://i.ibb.co/NtRD8Gs/fire-scorpion-3060.png
1072,Fire Scorpion,2,40,BM,3,"8""",,,3,false,3,false,2,false,0,false,2,7,5,0,"CASE,IF1,PRB,RCN",https://i.ibb.co/NtRD8Gs/fire-scorpion-3060.png
1073,Fire Scorpion,3,38,BM,3,"8""j",,,3,false,3,false,0,false,0,false,2,7,5,0,"CASE,PRB,RCN",https://i.ibb.co/NtRD8Gs/fire-scorpion-3060.png
1074,Fireball,ALM-10D,26,BM,1,"28""",,,2,false,2,false,0,false,0,false,0,2,1,0,ENE,https://i.ibb.co/p0KNM8N/fireball-3055u.png
1075,Fireball,ALM-7D,17,BM,1,"22""",,,1,false,0,false,0,false,0,false,0,2,1,0,,https://i.ibb.co/p0KNM8N/fireball-3055u.png
1076,Fireball,ALM-8D,20,BM,1,"22""",,,2,false,1,false,0,false,0,false,0,2,1,0,,https://i.ibb.co/p0KNM8N/fireball-3055u.png
1077,Fireball,ALM-9D,19,BM,1,"22""",,,1,false,1,false,0,false,0,false,0,2,1,0,,https://i.ibb.co/p0KNM8N/fireball-3055u.png
1078,Firebee,FRB-1E (WAM-B),15,BM,1,"10""",,,1,false,1,false,0,false,0,false,0,2,3,0,IF0*,https://i.ibb.co/KGHy6Tb/firebee-pc.png
1079,Firebee,FRB-2E,18,BM,1,"10""j",,,1,false,1,false,0,false,0,false,1,3,3,0,,https://i.ibb.co/KGHy6Tb/firebee-pc.png
1080,Firebee,FRB-3E,29,BM,1,"10""",,,2,false,2,false,0,false,0,false,0,3,3,0,"CASE,ECM,IF0*,STL",https://i.ibb.co/KGHy6Tb/firebee-pc.png
1081,Firefighter, ,10,CI,1,"4""m",,,1,false,1,false,0,false,0,false,0,2,1,0,"CAR5,FF",https://i.ibb.co/jz7vNSr/firefighter-affs.png
1082,Firefly,C,33,BM,1,"10""/8""j",,,5,false,5,false,0,false,0,false,0,3,3,0,"CASE,JMPW1",https://i.ibb.co/Zdv8xTB/firefly-rg.png
1083,Firefly,FFL-3PP,27,BM,1,"10""/8""j",,,3,false,3,false,1,false,0,false,0,4,1,0,"IF1,JMPW1",https://i.ibb.co/Zdv8xTB/firefly-rg.png
1084,Firefly,FFL-3PP2,23,BM,1,"10""/8""j",,,3,false,2,false,0,false,0,false,0,3,1,0,"ECM,IF0*,JMPW1",https://i.ibb.co/Zdv8xTB/firefly-rg.png
1085,Firefly,FFL-3PP3,21,BM,1,"10""/8""j",,,3,false,2,false,0,false,0,false,0,3,1,0,"CASE,IF0*,JMPW1",https://i.ibb.co/Zdv8xTB/firefly-rg.png
1086,Firefly,FFL-3SLE,25,BM,1,"10""/8""j",,,3,false,2,false,0,false,0,false,0,4,1,0,"CASE,ECM,IF0*,JMPW1",https://i.ibb.co/Zdv8xTB/firefly-rg.png
1087,Firefly,FFL-4A,22,BM,1,"10""/8""j",,,2,false,2,false,0,false,0,false,0,3,3,0,"IF0*,JMPW1",https://i.ibb.co/Zdv8xTB/firefly-rg.png
1088,Firefly,FFL-4B,23,BM,1,"10""/8""j",,,2,false,2,false,0,false,0,false,0,3,3,0,"AMS,CASE,IF0*,JMPW1",https://i.ibb.co/Zdv8xTB/firefly-rg.png
1089,Firefly,FFL-4C,25,BM,1,"10""/8""j",,,3,false,3,false,0,false,0,false,0,3,1,0,"AMS,CASE,IF0*,JMPW1",https://i.ibb.co/Zdv8xTB/firefly-rg.png
1090,Firefly,FFL-4D,24,BM,1,"10""/8""j",,,2,false,2,false,0,false,0,false,0,4,2,0,"AMS,CASE,IF0*,JMPW1",https://i.ibb.co/Zdv8xTB/firefly-rg.png
1091,Firefly,FFL-4DA,25,BM,1,"10""/8""j",,,2,false,2,false,0,false,0,false,0,4,2,0,"CASE,ECM,IF0*,JMPW1",https://i.ibb.co/Zdv8xTB/firefly-rg.png
